id_igralca,id_filma,vloga
0001333,0048191,I
0002017,0048191,I
0000734,0048191,I
0886888,0048191,I
0852279,0048191,I
0200645,0048191,I
0546712,0048191,I
0339615,0048191,I
0057983,0048191,I
0440465,0048191,I
0132272,0048191,I
0498608,0048191,I
0043086,0048191,I
0026629,0048191,I
0045839,0048191,I
0063446,0048191,I
0063852,0048191,I
0077799,0048191,I
0542702,0048191,R
0000013,0048317,I
0000010,0048317,I
0593192,0048317,I
0445290,0048317,I
0876451,0048317,I
0068772,0048317,I
0301348,0048317,I
0498608,0048317,I
0835140,0048317,I
0928550,0048317,I
0362331,0048317,I
0007961,0048317,I
0012175,0048317,I
0016251,0048317,I
0016755,0048317,I
0004704,0048317,I
0026629,0048317,I
0068234,0048317,I
0896533,0048317,R
0534286,0048445,I
0002108,0048445,I
0625383,0048445,I
0339307,0048445,I
0429250,0048445,I
0000734,0048445,I
0926235,0048445,I
0001768,0048445,I
0492631,0048445,I
0282435,0048445,I
0054117,0048445,I
0593411,0048445,I
0512972,0048445,I
0941466,0048445,I
0098000,0048445,I
0113992,0048445,I
0852355,0048445,I
0874141,0048445,I
0003593,0048445,R
0000034,0048491,I
0001571,0048491,I
0275897,0048491,I
0001782,0048491,I
0731772,0048491,I
0640023,0048491,I
0271658,0048491,I
0789931,0048491,I
0011244,0048491,I
0047450,0048491,I
0933361,0048491,I
0751426,0048491,I
0011431,0048491,I
0048311,0048491,I
0069857,0048491,I
0072969,0048491,I
0079914,0048491,I
0168199,0048491,I
0517597,0048491,R
0536167,0048563,I
0000044,0048563,I
0667542,0048563,I
0177879,0048563,I
0340706,0048563,I
0886888,0048563,I
0317637,0048563,I
0013405,0048563,I
0839234,0048563,I
0040548,0048563,I
0045386,0048563,I
0151228,0048563,I
0153083,0048563,I
0348084,0048563,I
0366346,0048563,I
0401673,0048563,I
0447117,0048563,I
0497857,0048563,I
0542702,0048563,R
0001229,0048210,I
0662223,0048210,I
0000549,0048210,I
0445523,0048210,I
0498608,0048210,I
0254833,0048210,I
0050019,0048210,I
0168459,0048210,I
0755200,0048210,I
0067391,0048210,I
0022863,0048210,I
0051618,0048210,I
0055591,0048210,I
0060974,0048210,I
0063038,0048210,I
0086061,0048210,I
0087542,0048210,I
0092185,0048210,I
0076779,0048210,R
0000034,0048316,I
0428354,0048316,I
0857147,0048316,I
0255695,0048316,I
0558569,0048316,I
0339615,0048316,I
0519618,0048316,I
0948540,0048316,I
0014217,0048316,I
0193591,0048316,I
0551550,0048316,I
0046812,0048316,I
0151739,0048316,I
0159424,0048316,I
0161251,0048316,I
0172909,0048316,I
0184524,0048316,I
0285146,0048316,I
0454771,0048316,R
0485871,0048316,R
0000032,0049833,I
0000989,0049833,I
0000879,0049833,I
0000064,0049833,I
0001119,0049833,I
0656428,0049833,I
0001135,0049833,I
0362567,0049833,I
0001225,0049833,I
0779549,0049833,I
0000752,0049833,I
0001637,0049833,I
0001017,0049833,I
0214392,0049833,I
0241523,0049833,I
0215308,0049833,I
0928295,0049833,I
0291829,0049833,I
0001124,0049833,R
0000072,0049261,I
0001369,0049261,I
0000015,0049261,I
0004647,0049261,I
0936730,0049261,I
0932629,0049261,I
0564790,0049261,I
0000454,0049261,I
0000543,0049261,I
0001792,0049261,I
0263393,0049261,I
0391096,0049261,I
0629711,0049261,I
0280707,0049261,I
0780038,0049261,I
0071755,0049261,I
0915114,0049261,I
0194597,0049261,I
0828419,0049261,R
0000056,0049778,I
0000765,0049778,I
0806041,0049778,I
0373012,0049778,I
0000543,0049778,I
0831905,0049778,I
0120233,0049778,I
0925429,0049778,I
0424516,0049778,I
0509294,0049778,I
0628602,0049778,I
0010817,0049778,I
0011366,0049778,I
0017021,0049778,I
0017674,0049778,I
0023007,0049778,I
0026629,0049778,I
0036299,0049778,I
0936404,0049778,R
0391062,0049777,I
0002369,0049777,I
0007222,0049777,I
0163939,0049777,I
0792464,0049777,I
0666332,0049777,I
0241589,0049777,I
0172615,0049777,I
0640023,0049777,I
0122675,0049777,I
0018767,0049777,I
0031548,0049777,I
0064780,0049777,I
0086636,0049777,I
0092185,0049777,I
0166586,0049777,I
3560013,0049777,I
0212586,0049777,I
0703689,0049777,R
0000071,0049470,I
0000013,0049470,I
0207219,0049470,I
0587061,0049470,I
0874298,0049470,I
0004625,0049470,I
0927692,0049470,I
