id,ime
0092185,Lulu Mae Bohrman
0076779,Curtis Bernhardt
0428354,Jennifer Jones
0255695,Isobel Elsom
0558569,Murray Matheson
0519618,Richard Loo
0948540,Soo Yong
0014217,Philip Ahn
0193591,Jorja Curtright
0551550,Donna Martell
0151739,W.T. Chang
0159424,Aen-Ling Chow
0161251,Kei Thin Chung
0172909,Edward Colmans
0184524,Ashley Cowan
0285146,Lee Tong Foo
0454771,Henry King
0485871,Otto Lang
0000989,Yul Brynner
0000064,Edward G. Robinson
0001119,Yvonne De Carlo
0656428,Debra Paget
0001135,John Derek
0779549,Martha Scott
0000752,Judith Anderson
0001637,Vincent Price
0001017,John Carradine
0214392,Olive Deering
0241523,Douglass Dumbrille
0215308,Frank DeKova
0001369,Rock Hudson
0004647,Carroll Baker
0936730,Jane Withers
0932629,Chill Wills
0564790,Mercedes McCambridge
0000454,Dennis Hopper
0000543,Sal Mineo
0001792,Rod Taylor
0263393,Judith Evelyn
0629711,Robert Nichols
0780038,Alexander Scourby
0071755,Fran Bennett
0915114,Charles Watts
0194597,Elsa Cárdenas
0000056,Paul Newman
0000765,Pier Angeli
0806041,Everett Sloane
0373012,Eileen Heckart
