id,ime
0798718,Joe Silver
0953651,Michael Zaslow
0112072,Joseph Brooks
2861819,Kim Atwood
2773826,Marty Atwood
2773813,Mike Atwood
0466793,John Korty
0388394,Co Hoedeman
15642782,Nadia De Franco
0787291,Beverly Shaffer
2784537,Mark Hicks
0836465,Jan Stussy
0003385,John C. Joseph
0000686,Christopher Walken
0001047,Michael Cimino
0001659,Christopher Reeve
0452288,Margot Kidder
0001113,Brad Davis
0591968,Irene Miracle
0005019,Bo Hopkins
0000570,Alan Parker
0531546,Simon MacCorkindale
0000152,Richard Gere
0000724,Brooke Adams
0001731,Sam Shepard
0000517,Terrence Malick
0377750,Buck Henry
0835144,Don Stroud
0001747,Charles Martin Smith
0711114,Steve Rash
0000257,Alan Alda
0838595,Donna Summer
0485142,Valerie Landsburg
0638079,Terri Nunn
0458228,Robert Klane
0000367,Gérard Depardieu
0491021,Carole Laure
0223033,Patrick Dewaere
0088397,Bertrand Blier
0000393,Peter Falk
10113906,Mickie Cold
0188757,Doug Cronin
0788461,Arnold Shapiro
0059169,Jeannie Dimter Barton
2177087,Susan Cronkite
0189476,Suzanne Crough
0000431,Taylor Hackford
2195914,Bryan Allen
2193476,Paul B. MacCready
2790402,Tyler MacCready
0790536,Ben Shedd
0000244,Sigourney Weaver
0000457,John Hurt
0000631,Ridley Scott
0000908,David Bennent
0000728,Mario Adorf
0935190,Angela Winkler
0772522,Volker Schlöndorff
0718237,Ann Reinking
0000658,Meryl Streep
0000737,Jane Alexander
0000914,Robert Benton
0160550,Dennis Christopher
0000598,Dennis Quaid
0827663,Daniel Stern
0719738,Kelly Reno
0001682,Mickey Rooney
0050597,Carroll Ballard
0000398,Sally Field
0000977,Beau Bridges
0500038,Ron Leibman
0000176,Nastassja Kinski
0278752,Peter Firth
0493271,Leigh Lawson
0000178,Diane Lane
0076400,Thelonious Bernard
0937390,Ira Wohl
0937398,Philip Wohl
0827716,Isaac Stern
0326698,David Golub
7077913,Delun Li
0503635,Murray Lerner
0137060,Bernard Carez
0184848,Sophie Cowling
0689540,Raymond Pollender
0270187,Eugene Fedorenko
0761829,Sandy Sanderson
0545391,Jean Marchand
0531323,Eunice Macaulay
0919732,John Weldon
0732079,Paul Robeson
0916959,Margaret Webster
0877020,Saul J. Turell
0449984,Irvin Kershner
0001550,Cathy Moriarty
0000582,Joe Pesci
0002139,Judd Hirsch
0058532,Eddie Barth
0001011,Irene Cara
0001087,Lee Curreri
0000651,Sissy Spacek
0000169,Tommy Lee Jones
0375629,Levon Helm
0000776,Michael Apted
0018079,Vera Alentova
0060692,Aleksey Batalov
0613655,Irina Muravyova
0579828,Vladimir Menshov
0494432,Paul Le Mat
0156187,Elizabeth Cheshire
0001129,Jonathan Demme
0736537,Ferenc Rofusz
